ID,Nome,Nome Japonês,Tipo,Tipo 2,HP,Ataque,Defesa,Velocidade,Nível,Experiência,Altura,Peso,Total,Ataque Especial (Sp. Atk),Defesa Especial (Sp. Def),Geração,É Lendário,Percentual Masculino,Classificação,Taxa de Captura,Passos para Chocar,Habilidades,Crescimento de Experiência,Felicidade Base
5159,Venusaur,Todd,Pedra,,113.0,81.0,43.0,71.0,71,5640.0,1.03,50.02,341,76.0,,1,0,97.1538741577842,study,218.0,3588.0,yet,933331.0,254.0
5160,Sandshrew,Elizabeth,Elétrico,,163.0,45.0,,80.0,19,3267.0,2.31,188.69,306,71.0,75.0,1,0,50.85619157452608,show,153.0,3417.0,specific,,233.0
5161,Clefable,Kyle,Sombrio,,53.0,123.0,147.0,,46,479.0,0.47,74.28,406,131.0,30.0,5,0,55.330930306503966,town,85.0,6240.0,add,818915.0,
5162,Beedrill,Marc,Dragão,Gelo,191.0,12.0,91.0,95.0,23,209.0,1.58,,745,121.0,28.0,2,0,6.129256193053056,challenge,214.0,6659.0,nearly,1030081.0,130.0
5163,Dewgong,Chad,Pedra,,,114.0,130.0,13.0,5,7286.0,2.29,223.67,765,13.0,143.0,7,0,39.981887108532035,law,121.0,4141.0,position,1380056.0,191.0
5164,Rattata,Patricia,Psíquico,,66.0,,144.0,102.0,32,6061.0,1.1,,583,136.0,62.0,6,0,64.45342843858293,agreement,233.0,3765.0,blood,937232.0,3.0
5165,Butterfree,Benjamin,Fantasma,Fada,131.0,77.0,,95.0,30,8916.0,,268.67,628,38.0,87.0,5,0,32.985162036106885,direction,48.0,7141.0,these,1286736.0,196.0
5166,Mew,Nichole,Sombrio,Fogo,47.0,97.0,68.0,50.0,23,,1.74,201.38,359,107.0,81.0,2,0,12.656393485332307,subject,237.0,1987.0,vote,1310841.0,61.0
5167,Rhyhorn,Michele,Sombrio,,87.0,42.0,44.0,101.0,34,4490.0,1.94,39.77,361,,44.0,4,0,98.65562989381483,word,128.0,8243.0,space,1260515.0,
5168,Paras,Leah,Inseto,,155.0,42.0,,135.0,38,1579.0,,,619,147.0,60.0,1,0,91.8878314087324,activity,143.0,,south,904375.0,234.0
5169,Butterfree,Julia,Inseto,,105.0,84.0,,143.0,66,6632.0,2.43,278.34,356,99.0,40.0,7,0,30.856010324356976,place,193.0,1453.0,quality,669926.0,98.0
5170,Vileplume,Ashley,Grama,,161.0,26.0,,6.0,37,5896.0,0.39,139.99,493,,112.0,7,0,63.60849493219962,someone,205.0,3277.0,rich,1531847.0,167.0
5171,Magnemite,Lauren,Psíquico,,36.0,78.0,48.0,19.0,2,2801.0,1.64,237.82,316,61.0,80.0,4,0,90.23342500538597,consumer,208.0,1770.0,thus,745315.0,117.0
5172,Nidoking,Henry,Fogo,,76.0,20.0,16.0,,86,9235.0,2.16,183.3,326,34.0,144.0,7,1,5.347283187160457,measure,121.0,5410.0,well,727216.0,143.0
5173,Rattata,Trevor,Grama,,175.0,119.0,12.0,,59,335.0,,239.89,321,83.0,96.0,5,0,5.679308771014813,design,156.0,2315.0,hard,1159630.0,83.0
5174,Seaking,Victor,Voador,,113.0,128.0,121.0,42.0,50,2522.0,1.81,173.71,643,26.0,49.0,7,1,2.119341763669691,star,234.0,8297.0,activity,727172.0,103.0
5175,Mankey,Ricky,Fada,,101.0,20.0,,5.0,21,218.0,0.68,219.55,585,95.0,134.0,2,0,54.14940345768142,cold,136.0,9526.0,PM,1203799.0,
5176,Growlithe,Tracy,Grama,Fantasma,32.0,81.0,,,25,8576.0,2.45,167.51,438,42.0,124.0,2,0,98.28816945960138,lead,131.0,6724.0,draw,1552927.0,120.0
5177,Wartortle,Robert,Fada,Grama,87.0,92.0,34.0,8.0,86,5171.0,1.64,51.05,446,71.0,92.0,2,0,54.54810843389461,,80.0,2154.0,military,1285170.0,87.0
5178,Mewtwo,Scott,Gelo,,150.0,112.0,112.0,122.0,88,2992.0,,106.35,761,92.0,86.0,5,0,61.972978652701435,article,122.0,2667.0,director,1247664.0,
5179,Magnemite,Deanna,Grama,Água,25.0,18.0,69.0,123.0,81,8911.0,,240.21,216,28.0,22.0,5,0,22.128636949130797,participant,88.0,9907.0,none,700773.0,223.0
5180,Mankey,Teresa,Fogo,Fogo,49.0,146.0,101.0,28.0,98,8825.0,1.46,225.83,669,67.0,20.0,3,0,36.64727681612913,six,53.0,7349.0,material,951171.0,24.0
5181,Caterpie,Hector,Grama,,191.0,88.0,,57.0,63,1254.0,1.75,128.93,409,140.0,79.0,1,0,37.308003001226695,rock,67.0,5430.0,identify,1090198.0,106.0
5182,Dratini,Heather,Inseto,Psíquico,109.0,111.0,24.0,111.0,67,9550.0,,195.03,604,87.0,115.0,5,0,43.729593967019476,those,204.0,2184.0,hold,1380336.0,90.0
5183,Spearow,Eric,Lutador,,121.0,52.0,144.0,106.0,31,3390.0,2.33,242.15,212,106.0,128.0,5,0,70.91961408842764,federal,114.0,5723.0,drop,,251.0
5184,Arbok,Kevin,Grama,Inseto,29.0,27.0,,95.0,20,7647.0,1.51,,678,111.0,,3,0,37.370958115982,land,116.0,3156.0,election,1055524.0,191.0
5185,Dragonair,Barbara,Pedra,,,46.0,121.0,149.0,19,4279.0,,,552,50.0,25.0,6,0,14.440770600269504,community,140.0,8178.0,beautiful,,74.0
5186,Magmar,Danielle,Lutador,Voador,54.0,58.0,126.0,,16,5064.0,2.25,56.75,338,84.0,67.0,3,0,48.2996699582622,perhaps,67.0,1692.0,institution,1014414.0,180.0
5187,Ivysaur,Taylor,Aço,,135.0,41.0,82.0,83.0,58,,0.9,,310,103.0,63.0,2,0,51.27983291874168,performance,11.0,2402.0,site,1124713.0,141.0
5188,Poliwhirl,Eddie,Dragão,,114.0,16.0,,,1,7927.0,1.35,,719,100.0,,4,0,44.87796022529816,his,211.0,7443.0,charge,1074063.0,191.0
5189,Charmeleon,Bianca,Grama,,33.0,12.0,,33.0,16,4574.0,2.09,181.82,768,13.0,33.0,1,0,88.12596449181129,garden,73.0,5620.0,strategy,651690.0,150.0
5190,Vaporeon,Todd,Sombrio,Gelo,,50.0,,77.0,19,6740.0,,68.93,680,147.0,25.0,5,0,2.72344186972574,outside,87.0,8384.0,kind,753176.0,97.0
5191,Mr. Mime,Jennifer,Aço,Gelo,69.0,70.0,12.0,21.0,22,3684.0,1.33,297.15,412,43.0,144.0,1,0,28.32484006311856,side,89.0,9047.0,,1466914.0,198.0
5192,Mr. Mime,Raymond,Aço,,99.0,109.0,34.0,49.0,29,,1.87,,508,99.0,,3,0,48.25536630094789,focus,82.0,5938.0,year,1324169.0,204.0
5193,Shellder,Alyssa,Fada,,39.0,126.0,22.0,114.0,85,9316.0,1.18,91.38,780,60.0,79.0,3,0,42.36165457090768,recent,192.0,5161.0,memory,1405467.0,59.0
5194,Sandslash,Paul,Fogo,,28.0,32.0,31.0,,28,4536.0,,190.21,776,77.0,60.0,7,0,40.591719561195795,put,45.0,7558.0,price,1361883.0,89.0
5195,Tauros,Kaitlyn,Aço,Pedra,81.0,34.0,111.0,121.0,12,7618.0,1.44,100.58,328,109.0,10.0,5,0,30.95107921947211,participant,237.0,2136.0,do,1457780.0,125.0
5196,Kabuto,Jose,Psíquico,,171.0,31.0,42.0,144.0,99,2604.0,1.63,,570,130.0,66.0,6,0,7.4237839416091305,young,193.0,5086.0,just,1445551.0,68.0
5197,Snorlax,Jimmy,Pedra,,36.0,80.0,13.0,11.0,13,5915.0,0.34,,235,108.0,31.0,1,0,23.55246007029166,attention,227.0,8843.0,treat,835034.0,181.0
5198,Venonat,Bonnie,Voador,,69.0,75.0,45.0,130.0,69,9592.0,1.17,190.35,592,,78.0,4,0,78.00429566227812,kid,90.0,3401.0,course,1126104.0,182.0
5199,Slowbro,Gabriel,Aço,,165.0,50.0,63.0,41.0,81,2876.0,1.22,229.48,320,143.0,121.0,4,0,54.86982850795491,few,220.0,,capital,873153.0,128.0
5200,Electrode,Nicholas,Voador,,104.0,27.0,66.0,92.0,79,3869.0,1.21,,728,120.0,24.0,4,0,66.04730367273667,cup,210.0,6435.0,,1422497.0,77.0
5201,Porygon,Susan,Aço,Psíquico,,20.0,23.0,72.0,87,7045.0,1.67,,446,41.0,33.0,3,0,93.25371479707944,all,199.0,6328.0,the,790695.0,183.0
5202,Dugtrio,Belinda,Fada,,28.0,92.0,40.0,105.0,34,3072.0,1.68,281.49,359,108.0,47.0,5,0,10.812285589505377,soon,137.0,6982.0,those,1345540.0,44.0
5203,Moltres,Kimberly,Grama,,,123.0,107.0,,62,479.0,1.48,78.49,540,29.0,123.0,4,1,50.89710212137225,until,185.0,1347.0,debate,1028318.0,158.0
5204,Clefable,Richard,Sombrio,,31.0,86.0,,102.0,60,2060.0,0.38,,697,90.0,30.0,6,0,47.04122415545599,final,13.0,4715.0,tell,1172512.0,95.0
5205,Victreebel,Dylan,Dragão,,158.0,57.0,80.0,109.0,91,1902.0,0.92,174.65,330,113.0,,6,0,26.812916234938243,player,225.0,2215.0,hold,937807.0,198.0
5206,Sandshrew,Michael,Fada,,112.0,121.0,106.0,63.0,61,2716.0,2.1,,618,29.0,89.0,6,0,88.52697097534676,experience,21.0,9477.0,face,1126321.0,13.0
5207,Voltorb,Evan,Fada,Lutador,,94.0,40.0,,53,2543.0,1.69,,491,66.0,107.0,7,1,16.414488936311265,say,214.0,9713.0,loss,602341.0,154.0
5208,Chansey,Robert,Aço,Sombrio,102.0,43.0,107.0,43.0,94,4015.0,2.26,,578,113.0,68.0,4,0,94.91076785080492,phone,153.0,8557.0,change,1513892.0,68.0
5209,Hypno,Rachel,Pedra,,85.0,86.0,139.0,132.0,58,2085.0,0.43,98.01,451,102.0,85.0,3,0,89.61009976639936,manager,211.0,4758.0,tax,1132882.0,75.0
5210,Wartortle,Adam,Fada,,27.0,72.0,100.0,106.0,52,3324.0,0.4,,420,19.0,63.0,5,0,35.97079745081504,inside,16.0,,whatever,1088673.0,72.0
5211,Sandshrew,Eric,Aço,,168.0,134.0,81.0,6.0,54,7390.0,1.08,,364,83.0,88.0,6,0,97.43170822428337,force,216.0,6206.0,,832027.0,99.0
5212,Lapras,Dalton,Psíquico,,142.0,43.0,99.0,96.0,32,3052.0,1.47,264.63,596,113.0,84.0,2,0,45.25073506315842,room,10.0,3226.0,modern,1548707.0,121.0
5213,Farfetch’d,Taylor,Inseto,,133.0,102.0,18.0,,43,2546.0,,3.72,644,54.0,118.0,2,0,1.1132456655142287,hit,107.0,3653.0,stock,891360.0,
5214,Jigglypuff,Charles,Fogo,Sombrio,72.0,,16.0,52.0,72,1751.0,0.38,194.65,381,126.0,,2,0,44.38484410526545,class,241.0,5235.0,off,636607.0,34.0
5215,Grimer,Mark,Gelo,,25.0,105.0,,94.0,92,3940.0,0.59,199.86,417,47.0,,4,0,37.74204149706522,chance,197.0,,game,1484100.0,38.0
5216,Rattata,Amy,Psíquico,Fogo,,,90.0,,23,3701.0,0.47,,700,131.0,59.0,1,0,57.22561495494898,water,76.0,4690.0,realize,808363.0,76.0
5217,Slowbro,Michael,Sombrio,,,148.0,77.0,16.0,72,5572.0,0.81,87.57,238,45.0,131.0,7,0,36.67298780799245,view,144.0,3321.0,drug,701538.0,108.0
5218,Exeggcute,Kristin,Fogo,,175.0,146.0,113.0,,80,5621.0,,59.9,527,88.0,99.0,6,0,16.223532745409386,face,245.0,3733.0,I,1063547.0,85.0
5219,Voltorb,Linda,Sombrio,,135.0,,80.0,128.0,57,5048.0,,137.93,418,48.0,59.0,7,0,68.33476306453609,best,65.0,3990.0,I,1073240.0,90.0
5220,Zapdos,Barbara,Água,,189.0,106.0,65.0,21.0,55,4354.0,,11.03,247,140.0,,3,0,91.17148248683378,become,24.0,,data,1355220.0,62.0
5221,Paras,Robert,Fantasma,,57.0,47.0,52.0,83.0,11,,1.4,132.97,713,137.0,99.0,1,0,17.367324555075037,southern,111.0,5257.0,simple,1329263.0,54.0
5222,Eevee,Maria,Lutador,,197.0,133.0,148.0,,83,2223.0,2.04,,394,37.0,93.0,6,0,,significant,227.0,2588.0,though,943238.0,241.0
5223,Pidgey,Alice,Aço,,136.0,110.0,108.0,139.0,24,2165.0,,232.26,268,135.0,82.0,2,0,4.921518564297234,record,185.0,6235.0,central,645614.0,43.0
5224,Mew,Trevor,Voador,Grama,164.0,94.0,37.0,34.0,26,7562.0,0.44,237.02,562,53.0,144.0,4,0,85.5385970292092,long,217.0,1514.0,fly,723727.0,57.0
5225,Parasect,Craig,Água,,168.0,60.0,108.0,28.0,90,6531.0,0.67,157.57,734,33.0,90.0,2,0,47.678903641299385,travel,181.0,7694.0,pay,881726.0,196.0
5226,Onix,Stephanie,Fogo,,27.0,117.0,123.0,76.0,91,9622.0,2.34,136.6,220,22.0,124.0,6,0,52.00972290851532,land,192.0,3611.0,American,1443828.0,167.0
5227,Electabuzz,Jennifer,Fada,,195.0,,,47.0,20,,,131.2,648,20.0,107.0,1,0,18.41605642703682,author,142.0,4231.0,talk,1378652.0,89.0
5228,Hitmonchan,Marie,Lutador,,104.0,44.0,85.0,52.0,37,9449.0,2.1,50.61,605,139.0,23.0,6,0,89.93932682626074,student,,2835.0,position,1053614.0,208.0
5229,Pidgey,Elizabeth,Grama,,102.0,144.0,75.0,76.0,96,313.0,0.55,,476,79.0,142.0,7,0,82.82394817952809,send,119.0,7700.0,create,957591.0,181.0
5230,Tauros,Amanda,Dragão,,48.0,111.0,101.0,52.0,65,8729.0,1.69,174.3,596,111.0,,4,0,20.348041847399067,course,143.0,3708.0,wish,930669.0,132.0
5231,Oddish,David,Psíquico,,,29.0,50.0,,75,3336.0,1.27,243.2,694,,94.0,2,0,23.30121514781106,probably,36.0,5273.0,lot,1509053.0,216.0
5232,Mr. Mime,Daniel,Fogo,,,110.0,26.0,15.0,10,9816.0,1.95,244.77,719,121.0,146.0,6,0,85.46747247325939,option,118.0,5529.0,single,1318431.0,39.0
5233,Paras,Ronald,Psíquico,,137.0,55.0,87.0,28.0,26,6434.0,1.5,257.1,217,70.0,41.0,3,0,34.014477385816654,one,,7558.0,military,1450207.0,68.0
5234,Golem,Timothy,Pedra,,133.0,33.0,16.0,83.0,12,6534.0,0.76,,302,,75.0,6,0,84.83775771874257,eye,150.0,9612.0,upon,1214632.0,33.0
5235,Grimer,Brandy,Fantasma,Fantasma,,57.0,40.0,29.0,21,1956.0,,,236,48.0,18.0,2,0,48.656239521213095,almost,152.0,2509.0,take,690881.0,236.0
5236,Shellder,Chelsea,Lutador,Aço,109.0,15.0,16.0,23.0,57,,2.44,2.37,526,76.0,92.0,7,0,14.118499891954695,such,52.0,5042.0,hard,1074385.0,66.0
5237,Voltorb,Timothy,Água,,89.0,61.0,52.0,,46,3172.0,1.13,286.35,528,,77.0,2,0,15.769732952920968,economic,172.0,8241.0,involve,653274.0,203.0
5238,Exeggcute,David,Fada,,127.0,,20.0,69.0,75,,0.4,,662,140.0,45.0,2,0,3.648088281696016,,5.0,3407.0,memory,813614.0,48.0
5239,Snorlax,Patricia,Voador,,78.0,133.0,37.0,95.0,57,7692.0,2.23,,686,46.0,,6,1,62.701394681239805,seat,70.0,7554.0,herself,1494143.0,75.0
5240,Marowak,Blake,Grama,,163.0,121.0,72.0,101.0,22,,,228.74,501,68.0,52.0,1,0,38.67568401792696,thank,175.0,7393.0,two,871468.0,117.0
5241,Nidoran♀,Matthew,Gelo,,36.0,148.0,101.0,145.0,69,8365.0,1.65,,245,,37.0,3,0,4.126557049559798,onto,83.0,8069.0,human,1133340.0,141.0
5242,Aerodactyl,Richard,Fada,,181.0,10.0,100.0,92.0,61,2779.0,2.06,,767,86.0,59.0,2,0,67.80604586173564,defense,58.0,7252.0,item,1079863.0,44.0
5243,Seadra,Matthew,Elétrico,,52.0,131.0,127.0,32.0,87,2034.0,1.39,,561,23.0,107.0,7,0,83.49337372945503,structure,127.0,2102.0,moment,1519972.0,26.0
5244,Psyduck,Christina,Fantasma,,185.0,36.0,132.0,120.0,95,,1.36,15.1,226,39.0,19.0,6,0,76.12494052668116,moment,130.0,5591.0,remember,1422531.0,56.0
5245,Gloom,Dominique,Dragão,,175.0,60.0,64.0,127.0,65,9673.0,1.34,154.87,693,34.0,18.0,6,0,73.05927977542913,sing,19.0,4205.0,suggest,,92.0
5246,Gloom,Connie,Lutador,,67.0,145.0,18.0,,56,578.0,,39.15,334,65.0,77.0,5,0,58.03042839320655,move,6.0,7490.0,skin,680710.0,20.0
5247,Golduck,Sara,Fada,,192.0,75.0,78.0,148.0,82,7526.0,1.51,147.09,367,147.0,149.0,6,0,81.83546301535598,per,167.0,1294.0,receive,1418405.0,111.0
5248,Nidorina,Monica,Água,,63.0,105.0,91.0,43.0,69,,1.5,115.51,583,102.0,62.0,3,0,99.1729773684362,political,51.0,4570.0,power,1369088.0,152.0
5249,Articuno,Jennifer,Gelo,,,46.0,142.0,117.0,54,,1.43,189.7,530,35.0,109.0,2,1,49.93262466978676,matter,126.0,5393.0,lose,951920.0,4.0
5250,Nidoran♂,Andrew,Água,,26.0,40.0,18.0,,56,2421.0,2.17,196.47,371,12.0,24.0,5,0,50.39054136724008,data,3.0,5724.0,yourself,1526972.0,112.0
5251,Krabby,Amanda,Voador,Pedra,36.0,19.0,,58.0,50,1034.0,1.27,138.91,791,10.0,44.0,2,0,72.76331370840875,town,183.0,8735.0,understand,1219694.0,16.0
5252,Rhyhorn,Desiree,Fogo,,,84.0,77.0,,22,6088.0,2.44,275.58,551,115.0,42.0,7,0,46.34766793668996,administration,221.0,6144.0,safe,1087011.0,137.0
5253,Charmander,Christopher,Sombrio,Fada,95.0,62.0,91.0,123.0,42,3058.0,1.2,21.99,373,60.0,33.0,1,0,97.66244760164494,agreement,89.0,7559.0,positive,1284262.0,25.0
5254,Kingler,Tiffany,Sombrio,Lutador,25.0,26.0,34.0,,62,3315.0,0.89,39.09,410,25.0,104.0,2,0,26.339677606996425,under,123.0,1971.0,,1099874.0,25.0
5255,Rhyhorn,William,Sombrio,,31.0,29.0,,14.0,81,4829.0,,178.81,684,29.0,135.0,3,0,46.81057005913796,street,,,,1315746.0,189.0
5256,Nidoqueen,Debbie,Psíquico,Aço,28.0,114.0,63.0,125.0,34,7777.0,1.31,163.2,672,137.0,93.0,6,0,62.47741467561837,herself,135.0,,when,1436639.0,39.0
5257,Spearow,Jimmy,Grama,,161.0,18.0,96.0,117.0,50,7859.0,0.9,233.53,369,111.0,111.0,4,0,89.368813764299,there,15.0,2716.0,these,1630547.0,158.0
5258,Doduo,William,Fada,,113.0,99.0,45.0,,63,2848.0,0.47,4.1,362,147.0,133.0,7,0,37.27745163727645,necessary,222.0,1391.0,kid,619530.0,27.0
5259,Psyduck,James,Pedra,Elétrico,61.0,109.0,143.0,124.0,29,8327.0,2.19,,552,144.0,120.0,6,0,22.951217768291354,half,200.0,7562.0,other,707639.0,45.0
5260,Mew,Jessica,Água,,38.0,26.0,62.0,,31,5905.0,1.78,252.24,595,95.0,17.0,4,0,61.886677986896565,,241.0,4040.0,deal,1331942.0,162.0
5261,Weepinbell,Robin,Fantasma,,29.0,63.0,55.0,79.0,49,595.0,1.16,47.52,493,13.0,65.0,1,0,72.2460564619899,human,231.0,2684.0,shake,651580.0,213.0
5262,Dodrio,Lisa,Água,,,39.0,,17.0,20,1680.0,,115.67,761,14.0,122.0,4,0,97.38141983291585,stop,106.0,9972.0,environment,603013.0,168.0
5263,Zapdos,Marc,Fantasma,,60.0,43.0,121.0,,33,4593.0,1.26,85.42,663,127.0,19.0,4,0,23.89794338622686,end,7.0,6301.0,value,623650.0,6.0
5264,Machop,Christopher,Grama,,135.0,43.0,147.0,107.0,31,,1.67,196.1,738,139.0,130.0,3,0,87.33320793689344,choose,213.0,8949.0,matter,1266694.0,86.0
5265,Caterpie,Rachel,Voador,,96.0,112.0,33.0,99.0,51,790.0,1.79,257.5,728,31.0,32.0,2,0,22.623803844384316,cause,188.0,8470.0,note,916852.0,
5266,Onix,Tammie,Gelo,,56.0,64.0,,128.0,13,,,56.39,428,92.0,27.0,2,0,11.237627361819092,sport,248.0,7024.0,practice,1541886.0,96.0
5267,Machamp,Destiny,Pedra,,197.0,89.0,124.0,82.0,60,1207.0,1.83,255.4,453,47.0,127.0,1,0,5.59075321283694,focus,246.0,5780.0,care,1082943.0,250.0
5268,Kakuna,Michael,Sombrio,,143.0,78.0,124.0,92.0,15,6053.0,,,209,,107.0,1,0,94.86187074107106,both,4.0,8152.0,others,1320875.0,231.0
5269,Goldeen,Alec,Gelo,,27.0,68.0,124.0,144.0,22,,0.89,,682,56.0,43.0,2,0,63.4975494691701,table,227.0,1634.0,whom,1008390.0,233.0
5270,Abra,Melissa,Dragão,,196.0,97.0,123.0,24.0,16,6143.0,0.87,194.14,462,33.0,57.0,7,0,45.75848905246864,answer,121.0,8819.0,room,799474.0,190.0
5271,Electrode,Christopher,Aço,Aço,120.0,,60.0,52.0,20,756.0,1.32,63.71,611,17.0,49.0,4,0,50.52036975076116,child,15.0,1096.0,great,1505505.0,218.0
5272,Gengar,Brett,Gelo,,119.0,36.0,136.0,96.0,41,3531.0,2.32,252.1,292,106.0,,3,0,34.08049307426819,service,103.0,2030.0,,1019206.0,45.0
5273,Ivysaur,Brenda,Voador,,43.0,94.0,137.0,,95,429.0,2.33,191.85,204,18.0,138.0,4,0,45.35352207792223,tax,233.0,2493.0,,1396572.0,
5274,Doduo,Melissa,Psíquico,,26.0,92.0,,39.0,5,4129.0,,169.52,290,45.0,14.0,5,0,90.75619438249697,physical,36.0,7199.0,necessary,993670.0,105.0
5275,Bulbasaur,Ashley,Fada,Inseto,70.0,76.0,10.0,52.0,78,8176.0,1.23,283.11,473,69.0,97.0,6,0,78.57415375813747,action,84.0,8314.0,Mrs,1422817.0,168.0
5276,Zubat,Shari,Lutador,,77.0,106.0,,122.0,44,3854.0,2.24,185.03,511,27.0,66.0,4,0,33.24026975804699,turn,232.0,1114.0,matter,927757.0,100.0
5277,Seadra,Fernando,Aço,,36.0,63.0,91.0,19.0,35,3619.0,1.53,,726,77.0,114.0,5,1,89.43567285073765,different,41.0,5882.0,development,723664.0,47.0
5278,Rhyhorn,Chloe,Fada,,95.0,14.0,51.0,54.0,63,5402.0,1.74,131.55,711,141.0,142.0,1,0,99.82732551645633,nice,214.0,1014.0,figure,1130398.0,216.0
5279,Horsea,Christy,Fantasma,Psíquico,116.0,80.0,66.0,,57,8769.0,2.11,96.69,731,93.0,50.0,3,0,96.11751904890868,suffer,156.0,1576.0,though,636842.0,
5280,Wartortle,Amy,Água,,192.0,121.0,98.0,58.0,78,8599.0,1.31,,722,136.0,19.0,6,0,90.97613209408675,boy,77.0,7475.0,rate,1512913.0,58.0
5281,Diglett,Robert,Inseto,,,134.0,65.0,35.0,45,6898.0,1.09,239.29,704,94.0,43.0,4,0,31.230394143576568,human,209.0,7681.0,throughout,1277375.0,127.0
5282,Onix,Shari,Gelo,,95.0,60.0,46.0,,1,5046.0,1.09,217.57,524,138.0,132.0,7,1,22.59399685836151,somebody,101.0,7969.0,present,,181.0
5283,Alakazam,Benjamin,Inseto,Grama,170.0,118.0,134.0,,36,9119.0,0.96,,396,62.0,94.0,5,0,96.45988924742804,recognize,231.0,1749.0,song,1139044.0,136.0
5284,Paras,Lisa,Psíquico,Fantasma,78.0,72.0,23.0,,65,5712.0,1.04,40.93,371,128.0,73.0,7,0,60.63121665664849,bill,158.0,2711.0,every,1548045.0,173.0
5285,Aerodactyl,Deanna,Inseto,,150.0,120.0,15.0,,69,6990.0,0.57,,798,,37.0,1,0,70.24312089305728,picture,235.0,2386.0,sing,770732.0,137.0
5286,Raichu,Douglas,Elétrico,,145.0,,44.0,141.0,84,2692.0,,108.69,750,120.0,84.0,7,0,64.74270970658289,me,103.0,1537.0,bit,1437181.0,49.0
5287,Bulbasaur,Rachel,Pedra,,,75.0,70.0,118.0,98,4851.0,0.74,168.61,268,110.0,59.0,5,0,15.412274546549154,which,106.0,3794.0,rock,1278624.0,101.0
5288,Flareon,Michelle,Voador,,196.0,13.0,115.0,145.0,5,8180.0,1.57,,661,144.0,74.0,7,0,1.2521599014574392,continue,170.0,6181.0,account,1409697.0,84.0
5289,Victreebel,Ashley,Elétrico,,48.0,130.0,,42.0,24,,2.18,86.04,573,20.0,138.0,5,0,28.41231950746036,enjoy,96.0,8771.0,sound,1244677.0,35.0
5290,Mr. Mime,Crystal,Sombrio,,89.0,132.0,96.0,129.0,68,731.0,0.39,33.61,218,60.0,149.0,5,0,89.24019198699794,a,,1754.0,seek,1109435.0,211.0
5291,Caterpie,Kristine,Pedra,,189.0,136.0,142.0,,72,8771.0,1.88,,365,35.0,81.0,3,0,,big,13.0,7682.0,stage,921404.0,48.0
5292,Koffing,Aaron,Gelo,,56.0,71.0,79.0,,81,9259.0,,,770,136.0,37.0,5,0,33.03043300346567,capital,219.0,9173.0,painting,890671.0,154.0
5293,Dragonair,Stephen,Grama,,99.0,60.0,30.0,79.0,96,772.0,1.68,200.98,429,41.0,73.0,2,0,9.557953574839651,term,251.0,7375.0,task,1417569.0,159.0
5294,Zubat,Tyler,Lutador,Sombrio,112.0,39.0,,102.0,86,4617.0,0.8,135.57,540,40.0,16.0,3,0,83.03492584400804,stay,116.0,5003.0,attention,1059069.0,227.0
5295,Vileplume,Rita,Sombrio,,,117.0,62.0,78.0,36,,0.45,93.0,207,141.0,126.0,4,0,25.20227255274937,few,186.0,8503.0,dog,1205234.0,
5296,Jynx,Amy,Gelo,,149.0,49.0,12.0,13.0,40,5066.0,2.12,179.47,507,18.0,15.0,6,0,81.96084462811937,myself,119.0,8888.0,throw,966616.0,60.0
5297,Meowth,Anthony,Lutador,Grama,96.0,16.0,59.0,,43,4015.0,,266.55,782,97.0,25.0,5,0,39.567139379058645,their,173.0,7283.0,phone,1025050.0,36.0
5298,Raticate,Rachel,Elétrico,,97.0,145.0,,,62,5855.0,,,283,108.0,126.0,5,0,20.562922965463905,wrong,152.0,1910.0,court,694236.0,2.0
5299,Snorlax,Rachel,Grama,,,78.0,146.0,5.0,2,794.0,0.63,45.06,546,145.0,59.0,4,0,90.85477302194222,fact,243.0,9407.0,we,1082851.0,80.0
5300,Poliwrath,Nicole,Aço,,39.0,16.0,118.0,125.0,67,68.0,1.88,237.13,751,25.0,116.0,7,0,62.357889210397055,whatever,19.0,5985.0,spend,1030318.0,149.0
5301,Poliwrath,Amy,Grama,Aço,64.0,146.0,40.0,,67,4321.0,,223.49,745,63.0,145.0,2,0,29.885803915271993,season,156.0,5205.0,measure,823059.0,47.0
5302,Ninetales,Amanda,Aço,Dragão,190.0,37.0,39.0,132.0,24,3398.0,1.89,,682,128.0,12.0,5,0,32.61399293682724,factor,44.0,8276.0,change,734690.0,222.0
5303,Tangela,Richard,Fada,,165.0,23.0,,123.0,15,6819.0,0.56,,640,115.0,84.0,2,0,72.83676372725071,into,40.0,7997.0,establish,1559615.0,26.0
5304,Caterpie,Dawn,Fada,Fogo,,36.0,79.0,107.0,32,5065.0,,,359,140.0,35.0,4,0,65.14636450386926,manage,123.0,2500.0,leader,,193.0
5305,Rattata,Deborah,Inseto,,38.0,71.0,92.0,,98,260.0,,155.1,218,45.0,88.0,4,0,64.53370563246652,economy,78.0,3030.0,not,1076881.0,148.0
5306,Rhyhorn,Daniel,Pedra,,176.0,57.0,103.0,124.0,98,4458.0,,103.37,774,121.0,118.0,2,0,18.541378744325055,her,111.0,7226.0,speech,904936.0,213.0
5307,Clefable,Juan,Gelo,,,87.0,124.0,40.0,68,4220.0,0.84,226.25,381,136.0,146.0,2,0,88.6306605084568,share,235.0,,charge,1313079.0,27.0
5308,Voltorb,Eric,Inseto,Voador,161.0,137.0,27.0,142.0,36,7301.0,2.28,150.71,660,,25.0,7,1,36.94390570417252,care,,6498.0,garden,1230968.0,174.0
